flowering_season,plant_id,notes,origin,description,flowering,spacing,growth_rate,native,nickname,height,hebrew_name,latin_name,image_url,evergreen,duplicate_of,plant_type,water,climate_zones,resistance,duplicate_status,foliage,flower_color,uniqueness,light,letter,family,coastal,care,id,created_date,updated_date,created_by_id,created_by,is_sample
,881,,אפריקה הטרופית,שיח גדול,עלי הכותרת נראים כמעט מנותקים מאד צרים בבסיסם,1 מ',בינוני,לא,,4-3 מ',היביסקוס אדום,Hibiscus sanguineus,,נשיר,,שיחים,בינונית,,"רגיש לקרה, לשרב, למליחות ולגיר",,שסועה לחמש אונות,אדום כהה,עלווה אדומה,קרינת שמש ישירה או הצללה חלקית,ה,משפחת החלמיתיים - Malvaceae,,גיזום הענפים בקיץ כדי לקבל שיח מסועף,69a3f275b07944cfab729b46,2026-03-01T08:01:57.826000,2026-03-01T08:01:57.826000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,890,גביע הפרח אדום ובו ייחודו הגביע נאכל לאחר בישול,העולם הטרופי הישן,רב שנתי בעל מופע שיחי,,"80-60 ס""מ",בינוני,לא,,2-1.5 מ',היביסקוס עבה גביע,Hibiscus sabdariffa,,רב-שנתי המתנהג כעונתי קיץ,,רב-שנתיים עשבוניים,בינונית,,"רגיש לקרה, לשרב, למליחות ולגיר",,"מחולקת לאונות, גבעולים אדמדמים וכמעט קרחים",ארגמן כאשר לניצן הסגור צבע בורדו מרשים,,הצללה חלקית,ה,משפחת החלמיתיים - Malvaceae,,,69a3f27504ca57cdb5f5d432,2026-03-01T08:01:57.040000,2026-03-01T08:01:57.040000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
קיץ,3037,,,,"דמויית דליה, פרח כפול",80 ס'מ,,לא,,1.5 מ',הליופסיס חד,Heliopsis scabra,,נעלם בחורף ומתחדש באביב,,רב-שנתיים עשבוניים,,,,,ירוקה כהה,צהוב,,קרינת שמש ישירה,ה,משפחת המורכבים - Asteraceae,,אחרי הפריחה לגזום גבעולים יבשים,69a3f2743b1ff93ed85b931b,2026-03-01T08:01:56.269000,2026-03-01T08:01:56.269000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
אביב-קיץ,2879,,"הודו, זימבאוואה",,פעמונית,,,לא,,,היביסקוס 'פנדי',Hibiscus Panduriformis,https://www.meltser.co.il/pics/plant-3370-1.jpg,,,,,,,,אובלית שעירה,צהוב עם מרכז כהה,,,ה,,,,69a3f2735688bc19e92d1eef,2026-03-01T08:01:55.386000,2026-03-01T08:01:55.386000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,892,"לקבלת פרחים יותר גדולים, לדלל את מספר הפרחים",,,סוכככנית,"מ- 70 ס""מ עד 1 מטר",מהיר,לא,,מ- 1 מטר עד 2 מטר,הידרנגיאה מצויה,Hydrangea macrophylla,https://sloner.co.il/wp-content/uploads/2018/08/הידרנגאה-מצויה5.jpg,נשיר,,שיחים,גבוהה,,רגיש לקור,,רחבה דמויית ביצה הפוכה,"ורוד, כחול",פריחה מרהיבה,צל חלקי,ה,משפחת ההידרנגיים - Hydrangeaceae,,,69a3f27261a8a6341d05b120,2026-03-01T08:01:54.580000,2026-03-02T03:14:42.678000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,2173,"יש זנים עם כמה גלי פריחה ויש עם גל פריחה באביב או בקיץ הזנים בהם אנו משתמשים הם תדירי ירק ואינם רדומים בחורף, יש ביניהם נמוכים ויש גבוהים",,,"לפרח צורת משפך או פעמון, עמוד הפריחה גבוה","מ- 40 ס""מ עד 70 ס""מ",בינוני,לא,,"מ- 50 ס""מ עד 1 מטר",המרוקליס זני מכלוא,Hemerocallis hybrids,https://sloner.co.il/wp-content/uploads/2018/08/המרוקליס-זני-מכלוא4.jpg,ירוק-עד,,רב-שנתיים עשבוניים,גבוהה,כל אזורי הארץ פרט לבקעת הירדן והערבה,"עמיד לקרה, רגיש ליובש ולחוסר ניקוז",,סרגלית מופשלת,שלל צבעים,פריחה מרהיבה,שמש מלאה,ה,משפחת ההמרוקליים - Hemerocallidaceae,מתאים לקו חוף שני,,69a3f271633a6630510c449d,2026-03-01T08:01:53.766000,2026-03-02T03:15:25.104000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,893,צורה חרוטית,,תיאור,,מ- 2 מטר עד 5 מטר,בינוני,לא,,מ- 5 מטר עד 12 מטר,הינומית צהובה,Hymenosporum flavum,https://sloner.co.il/wp-content/uploads/2018/08/הינומית-צהובה2.jpg,ירוק-עד,,עצים,בינונית,כל אזורי הארץ פרט להר הגבוה,"רגיש לרוחות חזקות, עצים צעירים רגישים לקור עד התבססותם",,אליפטית או דמויית ביצה הפוכה בירוק כהה,צהוב,"מושך דבורים, מושך ציפורים, פריחה בולטת, פריחה ריחנית",שמש מלאה,ה,משפחת הפיטוספוריים - Pittosporaceae,,,69a3f271b9205ac32483dc09,2026-03-01T08:01:53.002000,2026-03-02T03:14:48.570000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,873,,,,דמויית חצוצרה נטויים בזווית הצידה,"מ- 20 ס""מ עד 40 ס""מ",בינוני,לא,,"מ- 20 ס""מ עד 50 ס""מ",הברנטוס חסון,Habranthus robusta,https://sloner.co.il/wp-content/uploads/2018/08/הברנטוס-חסון2.jpg,ירוק-עד,,רב-שנתיים עשבוניים,בינונית,כל אזורי הארץ,חסון ושורד,,סרגלית תמימה בשרנית מעט בצבע ירוק-כחלחל,"ורוד, לבן",,שמש מלאה,ה,משפחת הנרקיסיים - Amaryllidaceae,,,69a3f2707d3787da146eec64,2026-03-01T08:01:52.035000,2026-03-02T03:11:43.361000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,2373,פרי חום-אדמדם בסתיו בטעם צימורים,,תיאור,דמויית גביע,מ- 2 מטר עד 5 מטר,,לא,עץ הצימוקים,מ- 5 מטר עד 12 מטר,הובניה מתוקה,Hovenia Dulcis,https://sloner.co.il/wp-content/uploads/2018/10/הובניה-מתוקה1.jpg,נשיר,,עצים,בינונית,כל אזורי הארץ,,,דמויית ביצה בירוק בהיר,לבן,פרי אכיל,שמש מלאה,ה,משפחת האשחריים -,,,69a3f26fbf17d864d6b96081,2026-03-01T08:01:51.321000,2026-03-02T03:13:12.509000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,896,,,,,"מ- 20 ס""מ עד 40 ס""מ",בינוני,לא,,"מ- 50 ס""מ עד 1 מטר",הלניון סתווי,Helenium autummnale,https://www.meltser.co.il/pics/plant-3502-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,בינונית,בעיקר לאזור ההר,עמיד לקרה וליובש,,מוארכת ומשורית,"צהוב, כתום, אדום",מושך ציפורים,שמש מלאה,ה,משפחת המורכבים - Asteraceae,,,69a3f26e645893b56699e5cc,2026-03-01T08:01:50.551000,2026-03-02T03:15:04.489000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,902,"צמח חסון ואמין, כל חלקי הצמח רעילים, הזנים ה""ריקים"" מתנקים יותר בקלות מהזהים ה""מלאים""",,צמח גבוה המיועד לשימוש בגינה,פרח ריק או מלא,מ- 1.5 מטר עד 2 מטר,מהיר,כן,,מ- 3 מטר עד 5 מטר,הרדוף הנחלים,Nerium oleander,https://sloner.co.il/wp-content/uploads/2018/08/הרדוף-הנחלים5.jpg,ירוק-עד,,,נמוכה,כל אזורי הארץ,"עמיד לקרה, לשרב ולגיר",,"ירוקה, אזמלנית צרה",שלל צבעים,,שמש מלאה,ה,משפחת ההרדופיים - Apocynaceae,מתאים לקו חוף שני,,69a3f26d61d9cb0419fbb21c,2026-03-01T08:01:49.772000,2026-03-02T03:15:29.857000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,900,כל חלקי הצמח רעילים,,,,מ- 1.5 מטר עד 2 מטר,מהיר,לא,,מ- 3 מטר עד 5 מטר,הרדוף הנחלים 'מגוון-אילת',Nerium oleander 'Variegatum-Eilat',https://sloner.co.il/wp-content/uploads/2018/08/הרדוף-הנחלים-מגוון-אילת1.jpg,ירוק-עד,,שיחים,נמוכה,כל אזורי הארץ,"צמח חסון, עמיד לקרה, לשרב ולגיר",,"מגוונת בירוק-לבן, אזמלנית צרה",שלל צבעים,עלווה מגוונת,שמש מלאה,ה,משפחת ההרדופיים - Apocynaceae,מתאים לקו חוף שני,,69a3f26cd1984ed2b81ca55e,2026-03-01T08:01:48.990000,2026-03-02T03:15:35.569000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,899,כל חלקי הצמח רעילים,,,,"מ- 70 ס""מ עד 1 מטר",מהיר,לא,,מ- 1 מטר עד 2 מטר,הרדוף הנחלים 'ננסי',Nerium oleander 'Nanum',https://sloner.co.il/wp-content/uploads/2018/08/הרדוף-הנחלים-ננסי4.jpg,ירוק-עד,,שיחים,נמוכה,כל אזורי הארץ,"צמח חסון, עמיד לקרה, לשרב ולגיר",,"קטנה יותר משאר הזנים, אזמלנית צרה","ורוד, קרם, צהוב, ארגמן",,שמש מלאה,ה,משפחת ההרדופיים - Apocynaceae,מתאים לקו חוף שני,,69a3f26c17b93ce7ea2439f8,2026-03-01T08:01:48.180000,2026-03-02T03:15:41.269000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,898,,,,צינורית,מ- 1 מטר עד 1.5 מטר,בינוני,לא,,מ- 2 מטר עד 3 מטר,המליה מבודרת,Hamelia patens,https://sloner.co.il/wp-content/uploads/2018/08/המליה-מבודרת4.jpg,נשיר מותנה,,שיחים,בינונית,כל אזורי הארץ החמים והחופשיים מקרה,"עמיד לחום ולמליחות, רגיש לקרה",,"בצבע כתום-אדום, מאדימה בחורף, הופכת לירוקה בהצללה",כתום,עלווה אדומה,שמש מלאה,ה,משפחת הפואתיים - Rubiaceae,,,69a3f26b53a4c6f7aaf22340,2026-03-01T08:01:47.331000,2026-03-02T03:15:19.991000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,876,אחד מצמחי ארבעת המינים צמח בר נדיר בארץ,אגן הים התיכון,שיח צפוף-עלווה זקוף,,1 מ',בינוני,כן,,4-3 מ',הדס מצוי 'שחור פירות' (הזן הטיפוסי),Myrtus communis 'Melanocapra',https://www.meltser.co.il/pics/plant-4036-1.jpg,ירוק-עד,,שיחים,מועטה-בינונית,כל אזורי הארץ,"עמיד ליובש, לזיהום אויר, לקרה, לשרב ולגיר, רגיש למליחות",,"קטנה ומבריקה, ביצנית מחודדת",לבן עם אבקנים בולטים,"בעל פירות שחורים, עלווה ריחנית",קרינת שמש ישירה או הצללה חלקית,ה,משפחת ההדסיים - Myrtaceae,,גיזום הקצרה ודילול בעיקר באביב,69a3f26a8cac9335703571c9,2026-03-01T08:01:46.562000,2026-03-01T08:01:46.562000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,875,קטן יותר מהמינים האחרים,מערב אגן הים התיכון,שיח צפוף-עלווה זקוף,,1 מ',איטי,לא,הדס טרנטינה,2-1.5 מ',הדס מצוי 'קטן-עלים',Myrtus communis 'Tarentina',https://www.meltser.co.il/pics/plant-3579-1.jpg,ירוק-עד,,שיחים,מועטה-בינונית,כל אזורי הארץ,"עמיד ליובש, לזיהום אויר, לקרה לשרב ולגיר, רגיש למליחות",,קטנה וצפופה יותר מן המינים האחרים וצפופים,לבן עם אבקנים בולטים,"בעל פירות שחורים, עלווה ריחנית",קרינת שמש ישירה או הצללה חלקית,ה,משפחת ההדסיים - Myrtaceae,,קיטום קל באביב,69a3f2693f868a77ef0c316e,2026-03-01T08:01:45.750000,2026-03-01T08:01:45.750000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,874,בשמש מלאה גיוון העלים בולט יותר,,,,"מ- 70 ס""מ עד 1 מטר",בינוני,לא,,מ- 3 מטר עד 5 מטר,הדס מצוי 'מגוון',Myrtus communis 'variegata',https://sloner.co.il/wp-content/uploads/2018/08/הדס-מצוי-מגוון1.jpg,ירוק-עד,,שיחים,בינונית,כל אזורי הארץ,"עמיד ליובש, לזיהום אוויר, לקרה, לשרב ולגיר, רגיש למליחות",,"קטנה, מגוונת בירוק-לבן, ביצנית, מחודדת וארומטית",לבן,"בעל פירות שחורים, פקעי פריחה גדולים, עלווה ריחנית",שמש מלאה,ה,משפחת ההדסיים - Myrtaceae,,,69a3f269763adaffb526b09c,2026-03-01T08:01:45.036000,2026-03-02T03:11:50.511000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,839,יוצר ספיח משתרש בקלות רבה,,,צינורית,"מ- 40 ס""מ עד 70 ס""מ",מהיר,לא,,"מ- 50 ס""מ עד 1 מטר",דיקליפטרה מזדקפת,Dicliptera suberecta,https://sloner.co.il/wp-content/uploads/2018/08/דיקליפטרה-מזדקפת1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,נמוכה,כל אזורי הארץ,רגיש למליחות,,"אפורה, לבידה-משיינית",כתום,מושך צופיות,שמש מלאה,ד,משפחת הקוציציים - Acanthaceae,,,69a3f23e1f823354064bd14a,2026-03-01T08:01:02.984000,2026-03-02T03:08:02.722000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב ובקיץ,2979,בצל הצמח רעיל ונוצר גרוי בעת המגע בו.,דרום-אפריקה,צמח בצל קטן,"ריחנית, חצי סגורה, גבעול הפריחה בגובה כ 20 ס""מ",,,לא,,,דריומפסיס מוכתם,Drimiopsis maculata,https://www.meltser.co.il/pics/plant-5617-1.jpg,נשיר,,רב-שנתיים עשבוניים,מועטה,כל אזורי הארץ,,,"מאורכת ורחבה, השוליים מסולסלים מעט ומנוקדים בנקודות סגלגלות",ניצנים לבנים הפריחה ירקרקה,,הצללה חלקית או אור מלא בבית,ד,משפחת היקינטוניים - Hyacinthoceae,,,69a3f23eef0fd9477256489e,2026-03-01T08:01:02.170000,2026-03-01T08:02:19.509000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב,1227,,חבל הכף בדרום-אפריקה,"עשבוני, סוקולנט",,"50-40 ס""מ",מהיר,לא,,"כ-20 ס""מ",טלמון רב-פרחים,Drosanthemum floribundum,https://www.meltser.co.il/pics/plant-3666-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,"מועטה, חסכוני במים",כל אזורי הארץ,"עמיד לקרה, לשרב, לגיר ולמליחות",,"עלים קטנים, גלילניים ובשרניים",ורוד בהיר,"מושך דבורים, פריחה מרהיבה",קרינת שמש ישירה,ט,משפחת החיעדיים - Aizoaceae,מתאים לקו חוף ראשון,"ניקוז טוב, קיטום לאחר הפריחה באביב, גיזום לאחר הפריחה אם רוצים בהקטנת נפח הצמח",69a3f23df4976bb17a92d35f,2026-03-01T08:01:01.435000,2026-03-01T08:05:11.425000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",2739,,,עשבוני רב-שנתי,"חפים ארוכים, הפרחים דומים לכוכבים","60-50 ס""מ",בינוני,לא,,"60-30 ס""מ",דיכרומנה (רינכוספורה) לבנה,Rhynchospora colorata,,רדום או איננו נראה במיטבו בחורף,,רב-שנתיים עשבוניים,בינונית-מרובה,"כל אזורי הארץ למעט הנגב, בקעת הירדן והערבה",,,"העלים צרים, מוארכים בצבע ירוק בהיר ודומים לעלי הדגניים",הפריחה בחום החפים ארוכים בצבע לבן,,קרינת שמש ישירה או באזורים חמים-הצללה חלקית,ד,משפחת הגומאיים - Cyperaceae,,אין לתת לצמח להתייבש,69a3f23c0ceafcf1ab4351f9,2026-03-01T08:01:00.644000,2026-03-01T08:02:17.896000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
באביב,838,מראה כללי של מרבד ירוק בהיר עם גיוון לבן,דרום-אפריקה,רב- שנתי עשבוני,"בקוטר 2 ס""מ בתוך העלווה","30-20 ס""מ",איטי-בינוני,לא,,"משתרע, נצמד",דימונדיה מרגריטה,Dymondia margaretae,https://www.meltser.co.il/pics/plant-4968-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,מועטה,כל אזורי הארץ,"עמיד ליובש, רגיש לעודפי מים",,"צרה וארוכה, ירוקה בצידה העליון, כסופה בתחתון",צהוב,עלווה מיוחדת,קרינת שמש ישירה או הצללה חלקית,ד,משפחת המורכבים - Asteraceae,,,69a3f23b942c6db346f37f9c,2026-03-01T08:00:59.857000,2026-03-01T08:02:16.659000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"בסוף הקיץ, בסתיו ובחורף",840,"צמח חסון החלקים הפנימיים של הצמח אינם מתייבשים סימן זיהוי הנראה לעין של הסוג במשפחה: קפסולת הפרי אינה סגורה ומכאן שמו דלו-גלוי, ספרמה-זרע: קרקע דלה אך מנוקזת היטב",צפון חבל הכף בדרום-אפריקה,"עשבוני, סוקולנט",,"40-30 ס""מ",איטי,לא,,"10-5 ס""מ משתרע",דלוספרמה אברדין,Delosperma aberdeenense,https://www.meltser.co.il/pics/plant-2581-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,"מועטה, חסכוני במים אך אינו סובל מהשקיה סדירה",כל אזורי הארץ,עמיד לקרה ולשרב,,"עלים דמויי אצבעות באורך 1 ס""מ",וורוד-סגול בוהק,,קרינת שמש ישירה,ד,משפחת החיעדיים - Aizoaceae,מתאים לקו חוף שני,ניקוז טוב,69a3f23bc7a72f3bdb4931b2,2026-03-01T08:00:59.126000,2026-03-01T08:02:15.883000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,818,"שיח חסון, פירות קישוטיים עגולים ודקים, דמויי נייר, רגלי השיח מתקרחות מעט לאחר שנים",אוסטרליה,שיח בינוני-גדול צפוף עלווה,לא משמעותית,2-1.5 מ',איטי-בינוני,לא,,4-3 מ',דודוניאה דביקה,Dodonaea viscosa,https://www.meltser.co.il/pics/plant-3967-1.jpg,ירוק-עד,,שיחים,"מועטה, חסכוני במים אך נהנה מהשקיה רגילה",כל אזורי הארץ,"עמיד ליובש, לקרה, לשרב, לרוחות, לגיר ולמליחות",,"ירוקה, מריתית מוארכת",,פרי קישוטי,קרינת שמש ישירה או הצללה חלקית,ד,משפחת הסבונניים - Sapindaceae,מתאים לקו חוף שני,קיטום בשנה הראשונה ליצירת צימוח צפוף יותר,69a3f23af4ef0d84f6b2f26e,2026-03-01T08:00:58.391000,2026-03-01T08:02:15.120000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בחורף,835,צמח זקוף למחצה,"חבל לסוטו בדרא, פרי-סטייט וקוואזולו-נטל בדרום אפריקה, זנים גנניים",עונתי- חורפי,הפרח בעל דרבן,"40-30 ס""מ",מהיר,לא,,"40-30 ס""מ",דיאסקיית בארבר זנים שונים,Diascia barberae,https://www.meltser.co.il/pics/plant-3029-1.jpg,רב-שנתי המתנהג כעונתי חורף,,עונתיים של חורף,בינונית,כל אזורי הארץ,"עמיד בגיר; רגיש לקרה, למליחות ולעודפי מים",,ביצנית ומשורית,לבן וגווני ורוד-אדום,מושך ציפורים,קרינת שמש ישירה או הצללה חלקית,ד,משפחת הלועניתיים - Scrophulariaceae,,,69a3f2395a30d779103e5718,2026-03-01T08:00:57.665000,2026-03-01T08:02:14.343000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,836,"מכונה ""דשא יפני"" משמש כתחליף לדשא במקומות מוצלים באזורים חמים נראה במיטבו בחורף ובעונות מעבר יוצר ספיח",,לא משמעותי,לא משמעותית,"מ- 20 ס""מ עד 40 ס""מ",בינוני,לא,,"עד 20 ס""מ",דיכונדרה זוחלת,Dichondra repens,https://sloner.co.il/wp-content/uploads/2018/08/דיכונדרה-זוחלת7.jpg,ירוק-עד,,רב-שנתיים עשבוניים,בינונית,כל אזורי הארץ,"עמיד לקרה ולגיר, רגיש למליחות ולחום",,"ירוקה, עלים קטנים דמויי לב",,,צל חלקי,ד,משפחת החבלבליים - Convolvulaceae,מתאים לקו חוף שני,,69a3f238a72de6f57ebdc18a,2026-03-01T08:00:56.945000,2026-03-02T03:07:33.255000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,837,נעלם בחורף קר ומתחדש באביב,,דיכונדרה כסופה,לא משמעותית,"מ- 20 ס""מ עד 40 ס""מ",בינוני,לא,,"עד 20 ס""מ",דיכונדרה כסופה,Dichondra argentea,https://sloner.co.il/wp-content/uploads/2018/08/דיכונדרה-כסופה2.jpg,ירוק-עד,,רב-שנתיים עשבוניים,נמוכה,כל אזורי הארץ פרט להר הגבוה,"עמיד לקרה ולגיר, רגיש למליחות ולחום",,"כסופה, עלים קטנים דמויי לב",לא משמעותי,עלווה כסופה,שמש מלאה,ד,משפחת החבלבליים - Convolvulaceae,,,69a3f237687e6385be74f2d2,2026-03-01T08:00:55.793000,2026-03-02T03:07:38.405000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,841,החלקים הפנימיים של הצמח אינם מתייבשים,,,,"מ- 40 ס""מ עד 70 ס""מ",איטי-בינוני,לא,,"עד 20 ס""מ",דלוספרמת קופר,Delosperma cooperi,https://www.meltser.co.il/pics/plant-2880-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,נמוכה,כל אזורי הארץ,עמיד לקרה ולשרב,,"בשרנית, אזמלנית-צרה",אדום,,שמש מלאה,ד,משפחת החיעדיים - Aizoaceae,,,69a3f237a8f5ee969a5ecb19,2026-03-01T08:00:55.065000,2026-03-02T03:08:17.456000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
אביב-קיץ,2164,החלקים הפנימיים של הצמח אינם מתייבשים,דרום-אפריקה,"עשבוני, סוקולנט",התפרחת גדולה יחסית למשפחת החיעדיים,"40-30 ס""מ",איטי,לא,,"כ-10 ס""מ שתרע",דלוספרמת סת'רלנד,Delosperma sutherlandii,https://www.meltser.co.il/pics/plant-3085-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,"מועטה, חסכוני במים אך אינו סובל מהשקיה סדירה",כל אזורי הארץ,עמיד לקרה ולשרב,,"בשרנית, קטנה, אזמלנית, רחבה יותר משל הזנים האחרים",ורוד-סגול עם מרכז צהוב וקרם,,קרינת שמש ישירה,ד,משפחת החיעדיים - Aizoaceae,מתאים לקו חוף שני,זקוק לניקוז מעולה,69a3f236b027a5e76e6493eb,2026-03-01T08:00:54.279000,2026-03-01T08:02:10.867000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
רוב השנה,2314,"צמח חסון החלקים הפנימיים של הצמח אינם מתייבשים אינו רגיש להשקיה סדירה בקיץ סימן זיהוי הנראה לעין של הסוג במשפחה: קפסולת הפרי אינה סגורה ומכאן שמו דלו-גלוי, ספרמה-זרע: קרקע דלה אך מנוקזת היטב",זן גנני,"עשבוני, סוקולנט",פרח קטן,"40-30 ס""מ",בינוני,לא,,"30-20 ס""מ משתרע",דלוספרמה 'לבנה',Delosperma 'alba',https://www.meltser.co.il/pics/plant-2604-1.jpg,ירוק-עד,,רב-שנתיים עשבוניים,"מועטה, חסכוני במים",כל אזורי הארץ,עמיד לקרה ולשרב,,"בשרנית, קטנה, צרה , מחודדת ושטוחה",לבן,,קרינת שמש ישירה,ד,משפחת החיעדיים - Aizoaceae,מתאים לקו חוף ראשון,ניקוז טוב,69a3f2356a70a0618ec09035,2026-03-01T08:00:53.556000,2026-03-01T08:02:10.146000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
"באביב, בקיץ ובסתיו",2670,בחורף צריך להכניס את הצמח למקום מוגן בית או חממה בחורף השקייה פעם בשבועיים-רצוי ליבש את בית השורשים,"בוליביה, אקוודור",מטפס נכרך,דמויי משפך,2-1 מ',בינוני-מהיר,לא,,7-5 מ',מנדוילה בוליבית,Mandevila boliviensis,https://www.meltser.co.il/pics/plant-3726-1.jpg,נשיר מותנה,,מטפסים,בינונית,לאזורים חמים בלבד שאינם מועדים לקרה,"ניקוז טוב הכרחי, אוהבת דישון, עמידה למזיקים",,דמויית ביצה בירוק מבריק,הכותרת לבנה והלוע הפנימי בתפוז-צהוב,פריחה מרהיבה,קרינת שמש ישירה או הצללה חלקית,מ,משפחת ההרדופיים - Apocynaceae,,ניתן בעזרת קיטומים תכופים לקבל צימוח מלא ושיחי,69a3f2344cb1f5ceaeb1e5eb,2026-03-01T08:00:52.770000,2026-03-01T08:11:18.267000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
בחורף ובאביב,864,,"סין ויפן, מכלוא גנני, סיביריה, מונגוליה",עונתי- חורפי,"תפרחות מוארכות וצפופות לאורך הגבעול, הפרח בעל דרבן","40 ס""מ",,לא,,"120-80 ס""מ",דורבנית x רב-שנתית קבוצת זני 'פסיפיק',Delphinium x cultorum 'Paciffic Series',https://www.meltser.co.il/pics/plant-5487-1.jpg,רב-שנתי המתנהג כעונתי חורף,,עונתיים של חורף,בינונית,,"עמיד לקרה ולגיר, רגיש למליחות",,"כפנית-גזורה, ירוק בהיר","לבן, ורוד, תכלת, סגול",מושך פרפרים,קרינת שמש ישירה או הצללה חלקית,ד,משפחת הנוריתיים - Ranunculaceae,,,69a3f233336ee9e6d0fcb242,2026-03-01T08:00:51.959000,2026-03-01T08:02:08.674000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
